Handle,Title,Variant Price,Collection,Type,Vendor,Variant Grams,Variant Weight Unit,Variant Inventory Qty,Status,Image Src,product.metafields.custom.band,Case Diameter (mm) 2,Dial Color 3,Gender 4,Lug Width 5,New 6,Movement 7,Caliber 8,Booklet 9,Collection 10,Tags,Body (HTML),product.metafields.custom.movement_value_1,product.metafields.custom.movement_value_2,product.metafields.custom.movement_value_3,product.metafields.custom.case_thickness_mm,product.metafields.custom.case_length_mm,product.metafields.custom.web_case_material,product.metafields.custom.web_strap,product.metafields.custom.web_water_resistance,product.metafields.custom.case_cross_reference,product.metafields.custom.feature_1,product.metafields.custom.feature_2,product.metafields.custom.feature_3,product.metafields.custom.feature_4,product.metafields.custom.feature_5
SSB405,SSB405,300,Essentials,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SSB405_1.png?v=1757428204,Stainless Steel,41,Green,Men's,22,,Quartz Chronograph,8T63,8T63,Essentials,"Stainless Steel, 41, Green, Men's, 22, Quartz Chronograph, 8T63, 8T63, Essentials","<p>From the Essentials Collection. Inspired by racing, this rugged chronograph combines functionality and fashion for perfect sport or everyday wear. Framed by a green tachymeter outer ring, the dimensional embossed green dial features applied metallic elements and black and gray accents. Designed to suggest an engine compartment, the dial also offers three subdials, including a 24-hour indicator and a date calendar, as well as LumiBrite hands and markers. Chronograph timing provides measurement of up to 60 minutes of elapsed time in 1/5-second increments. Crafted of stainless steel, with tri-fold push button release clasp. 10 bar, 100M Water Resistant</p>",Caliber 8T63,,,12.3,,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Chrono1,From the Essentials Collection,Chronograph measures up to 60 minutes of elapsed time in 1/5-second increments,Black tachymeter ring,Dimensional embossed green dial with applied metallic elements and black and gray accents,24-hour subdial
SSB431,SSB431,565,Coutura,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SSB431_1.png?v=1757428336,Stainless Steel,42,Blue,Men's,20,,Quartz Chronograph,8T63,8T63,Coutura,"Stainless Steel, 42, Blue, Men's, 20, Quartz Chronograph, 8T63, 8T63, Coutura","<p>From the Coutura Collection. Delivering the perfect blend of technology and design for those on the move, the Coutura Collection combines bold angularity and shading with superior timekeeping for effortless sport/dress style. Inspired by motor sports, with a new case and bracelet design incorporating the angles and edges of racecar architecture, this dashingly sculpted chronograph features a multi-layer carbon-fiber patterned blue dial styled to suggest a dashboard, with prominent 24-hour and chronograph minute subdials at 3 and 9 o'clock, tachymeter outer ring, date calendar, orange chronograph hand, and LumiBrite hands and markers. Applied markers and subdial rings add a rich dimensionality, while the blue accents punctuating the bezel provide a sense of propulsive action. Crafted of stainless steel, this dynamic watch includes a sapphire crystal, screwdown caseback, tri-fold push button release clasp and classic cabochon crown. The chronograph function offers timing to 60 minutes in 1/5-second increments with split time measurement. 10 bar, 100M Water Resistant</p>",Caliber 8T63,,,11.8,50.2,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",COUQZCHRONO2,From the Coutura Collection,"Inspired by motor sports, with a new case and bracelet design incorporating the angles and edges of racecar architecture",Quartz chronograph,Chronograph measures up to 60 minutes of elapsed time in 1/5-second increments with split time measurement function,Multi-layer carbon-fiber patterned blue dial with silver accents
SSB433,SSB433,565,Coutura,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SSB433_1.png?v=1757428337,Stainless Steel,42,Silver,Men's,20,,Quartz Chronograph,8T63,8T63,Coutura,"Stainless Steel, 42, Silver, Men's, 20, Quartz Chronograph, 8T63, 8T63, Coutura","<p>From the Coutura Collection. Delivering the perfect blend of technology and design for those on the move, the Coutura Collection combines bold angularity and shading with superior timekeeping for effortless sport/dress style. Inspired by motor sports, with a new case and bracelet design incorporating the angles and edges of racecar architecture, this dashingly sculpted chronograph features a multi-layer carbon-fiber patterned silver dial styled to suggest a dashboard, with prominent 24-hour and chronograph minute subdials at 3 and 9 o'clock, tachymeter outer ring, date calendar, red chronograph hand, and LumiBrite hands and markers. Applied markers and subdial rings add a rich dimensionality, while the black accents punctuating the bezel provide a sense of propulsive action. Crafted of stainless steel, this dynamic watch includes a sapphire crystal, screwdown caseback, tri-fold push button release clasp and classic cabochon crown. The chronograph function offers timing to 60 minutes in 1/5-second increments with split time measurement. 10 bar, 100M Water Resistant</p>",Caliber 8T63,,,11.8,50.2,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",COUQZCHRONO2,From the Coutura Collection,"Inspired by motor sports, with a new case and bracelet design incorporating the angles and edges of racecar architecture",Quartz chronograph,Chronograph measures up to 60 minutes of elapsed time in 1/5-second increments with split time measurement function,Multi-layer carbon-fiber patterned white dial with silver accents
SSB435,SSB435,550,Coutura,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SSB435_1.png?v=1757428339,Leather Strap,42,Red,Men's,20,,Quartz Chronograph,8T63,8T63,Coutura,"Leather Strap, 42, Red, Men's, 20, Quartz Chronograph, 8T63, 8T63, Coutura","<p>From the Coutura Collection. Delivering the perfect blend of technology and design for those on the move, the Coutura Collection combines bold angularity and shading with superior timekeeping for effortless sport/dress style. Inspired by motor sports, with a new case design incorporating the angles and edges of racecar architecture, this dashingly sculpted chronograph features a multi-layer carbon-fiber patterned red dial styled to suggest a dashboard, with prominent 24-hour and chronograph minute subdials at 3 and 9 o'clock, tachymeter outer ring, date calendar, and LumiBrite hands and markers. Applied markers and subdial rings add a rich dimensionality, while the black accents punctuating the bezel provide a sense of propulsive action. Designed to echo driving gloves, the black perforated leather strap includes red contrast stitching and a tri-fold push button release clasp. With a stainless steel case, this dynamic watch includes a sapphire crystal, screwdown caseback, and classic cabochon crown. The chronograph function offers timing to 60 minutes in 1/5-second increments with split time measurement. 10 bar, 100M Water Resistant</p>",Caliber 8T63,,,11.8,50.2,Stainless steel case with black accents,Perforated black leather strap,"10 bar, 100 meters (330 feet)",COUQZCHRONO2,From the Coutura Collection,"Inspired by motor sports, with a new case and bracelet design incorporating the angles and edges of racecar architecture",Quartz chronograph,Chronograph measures up to 60 minutes of elapsed time in 1/5-second increments with split time measurement function,Multi-layer carbon-fiber patterned red dial with silver accents
SUR567,SUR567,450,Coutura,Watch,Seikousa ,250,g,2,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SUR567_1.png?v=1757428413,Leather Strap,41,Red,Men's,20,,Quartz,6N52,GSS01,Coutura,"Leather Strap, 41, Red, Men's, 20, Quartz, 6N52, GSS01, Coutura","<p>From the Coutura Collection. Delivering the perfect blend of edge and elegance for those on the move, the Coutura Collection combines bold angularity and shading with superior timekeeping for effortless sport/dress style. Inspired by motor sports, with a case design incorporating the angles and edges of racecar architecture, this dashingly sculpted timepiece features a multi-layer carbon-fiber patterned red dial styled with applied indices for a rich dimensionality and includes a date calendar, white second hand, and LumiBrite hands and markers. Crafted of stainless steel with black accents and a black perforated leather strap with red stitching, designed to echo driving gloves, this dynamic watch is equipped with a scratch-resistant sapphire crystal, screwdown caseback, tri-fold push button release clasp and a cabochon crown for a truly tailored look. 10 bar, 100M Water Resistant</p>",Caliber 6N52,,,,,Stainless steel case,Black perforated leather strap,"10 bar, 100 meters (330 feet)",Coutura 3H,From the Coutura Collection,"Inspired by motor sports, with a new case and bracelet design incorporating the angles and edges of racecar architecture",Red carbon-fiber patterned dial,Applied indices help achieve a rich three-dimensional look,Date calendar
SUR579,SUR579,525,Diamonds,Watch,Seikousa ,250,g,0,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SUR579_1.png?v=1757427872,Stainless Steel,32,Mother of Pearl,Ladies',15,,Quartz,6N32,GSS01,Diamonds,"Stainless Steel, 32, Mother of Pearl, Ladies', 15, Quartz, 6N32, GSS01, Diamonds","<p>From the Diamond Collection. With elegant simplicity, this versatile design, perfect for dress or everyday wear, features a shimmering white mother-of-pearl dial set with 12 diamonds. Crafted of stainless steel, with a sleek, perfectly proportioned case and bracelet for a superior fit on the wrist, this graceful watch includes a scratch-resistant sapphire crystal, date calendar, and LumiBrite hands and markers. 10 bar, 100M Water Resistant</p>",Caliber 6N32,,,8.2,39,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Dia3,From the Diamond Collection,12 diamonds,Mother-of-pearl dial,Date calendar,LumiBrite hands and markers
SUR581,SUR581,515,Diamonds,Watch,Seikousa ,250,g,0,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SUR581_1.png?v=1757427873,Stainless Steel,32,Light Blue,Ladies',15,,Quartz,6N32,GSS01,Diamonds,"Stainless Steel, 32, Light Blue, Ladies', 15, Quartz, 6N32, GSS01, Diamonds","<p>From the Diamond Collection. With elegant simplicity, this versatile design, perfect for dress or everyday wear, features a shimmering blue sunray finish dial set with 12 diamonds. Crafted of stainless steel, with a sleek, perfectly proportioned case and bracelet for a superior fit on the wrist, this graceful watch includes a scratch-resistant sapphire crystal, date calendar, and LumiBrite hands and markers. 10 bar, 100M Water Resistant</p>",Caliber 6N32,,,8.2,39,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Dia3,From the Diamond Collection,12 diamonds,Blue sunray finish blue dial,Date calendar,LumiBrite hands and markers
SUR582,SUR582,565,Diamonds,Watch,Seikousa ,250,g,0,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SUR582_1.png?v=1757427874,Stainless Steel,32,Silver,Ladies',15,,Quartz,6N32,GSS01,Diamonds,"Stainless Steel, 32, Silver, Ladies', 15, Quartz, 6N32, GSS01, Diamonds","<p>From the Diamond Collection. With elegant simplicity, this versatile design, perfect for dress or everyday wear, features a shimmering silver sunray finish dial set with 12 diamonds. Crafted of stainless steel with two-tone finish and a sleek, perfectly proportioned case and bracelet for a superior fit on the wrist, this graceful watch includes a scratch-resistant sapphire crystal, date calendar, and LumiBrite hands and markers. 10 bar, 100M Water Resistant</p>",Caliber 6N32,,,8.2,39,Two-tone stainless steel case,Two-tone stainless steel bracelet,"10 bar, 100 meters (330 feet)",Dia3,From the Diamond Collection,12 diamonds,Silver sunray finish dial,Date calendar,LumiBrite hands and markers
SUR585,SUR585,450,Coutura,Watch,Seikousa ,250,g,0,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SUR585_1.png?v=1757427905,Stainless Steel,34,Pink,Ladies,16,,Quartz,6N42,GSS01,Coutura,"Stainless Steel, 34, Pink, Ladies, 16, Quartz, 6N42, GSS01, Coutura","<p>From the Coutura Collection. Expressing a polished and modern sophistication, the Coutura Collection combines bold angularity and elegant design with superior timekeeping for an effortless sport/dress aesthetic. This versatile timepiece, perfect for day-to-night style, features a shimmering pink mother-of-pearl dial with silver applied indices, adding a rich 3-dimensional appearance to the elegant look. Crafted of stainless steel, with a perfectly proportioned case and bracelet for a streamlined fit, this graceful watch is topped with a scratch-resistant sapphire crystal and includes LumiBrite hands and markers, a date calendar, a classic cabochon crown, and a tri-fold push-button release clasp. 10 bar, 100M Water Resistant</p>",Caliber 6N42,,,8.4,40.3,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",COUTURALDS,From the Coutura Collection,Sophisticated and versatile dress-sport design,Pink mother-of-pearl dial,Applied indices help achieve a rich three-dimensional look,Cabochon crown
SUT068,SUT068,475,Diamonds,Watch,Seikousa ,250,g,0,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SUT068_1.png?v=1757427936,Stainless Steel,27,Mother of Pearl,Ladies,6,,Solar,V137,NSEV1CCA,Diamonds,"Stainless Steel, 27, Mother of Pearl, Ladies, 6, Solar, V137, NSEV1CCA, Diamonds",<p>Seiko Solar with diamonds. No battery change required and powered by all types of light. Solar cell with high performance electricity generation. Energy-efficient movement with long power reserve. This dress watch has a two-tone stainless steel case and bracelet with mother-of-pearl dial which creates an elegant finish. The timepiece is finished with 18 diamonds around the bezel. Date calendar. 100 meters water resistant.</p>,Caliber V137,Powered by light energy - no battery change required,12-month power reserve once fully charged,7.53,,Two-tone stainless steel case,Two-tone stainless steel bracelet,"5 bar, 50 meters (165 feet)",Dia2,From the Diamonds,18 diamonds,Mother-of-pearl dial,Solar,
SNE597,SNE597,550,Prospex,Watch,Seikousa ,250,g,2,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SNE597_1.png?v=1757427885,Stainless Steel,41,Black,Men's,20,,Solar,V157,NSEV158D,Prospex,"Stainless Steel, 41, Black, Men's, 20, Solar, V157, NSEV158D, Prospex","<p>Prospex Solar Diver's Watch. Designed for those who treat life as the ultimate adventure, Seiko Prospex keeps moving forward, meeting every challenge with technological excellence and winning design. Protected by a scratch-resistant sapphire crystal, this handsomely tailored and superbly functional diver's watch is equipped with an energy-efficient solar cell, powered by any light source, with no battery change required, that provides a 10-month power reserve when fully charged. Framed by a black uni-directional rotating elapsed timing bezel, the highly legible black dial features a date calendar and LumiBrite hands and markers. Following ISO standards for scuba diving at depths of up to 200 meters, this exceptional timepiece, crafted of stainless steel, includes a tri-fold push button release clasp with secure lock and extender, and a screwdown crown and caseback. 200m Water Resistant</p>",Caliber V157,Powered by light energy - no battery change required,10-month power reserve once fully charged,11.5,48.8,Stainless steel case,Stainless steel bracelet,"200 meters (660 feet), follows ISO standards and is suitable for scuba diving",Solar2,Prospex Solar Diver's Watch,Black uni-directional rotating elapsed timing bezel,Black dial,Date calendar,LumiBrite hands and markers
SRE018,SRE018,625,Presage,Watch,Seikousa ,250,g,50,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRE018_1.png?v=1757427818,Stainless Steel,30.1,Gold,Ladies',,,Automatic,2R05,2R05,Presage,"Stainless Steel, 30.1, Gold, Ladies', Automatic, 2R05, 2R05, Presage","<p>Seiko Presage Cocktail Time. Offering the finest in Japanese mechanical watchmaking, the Presage Collection blends precision technology with superior craftsmanship and design. Inspired by hot cocktails under the softer sunlight of autumn and winter, this Cocktail Time series expresses the tones and hues of the cooler seasons. Atop a lovely gradated golden pressed pattern dial evoking the Eggnog cocktail, four diamonds, artfully incorporated into the signature markers, add a luxurious sparkle to the extraordinary design. The gracefully slender case houses a slim, 21 jewel automatic movement, which beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Crafted of stainless steel with gold finish, this sleek timepiece includes an elegantly tapered five-row bracelet, with mirror finish for added brilliance, as well as a date calendar, box shaped crystal, and deployment clasp with push button release. 5 bar, 50M Water Resistant</p>",Caliber 2R05,"21,600 vibrations per hour",21 jewels,10.9,37,Stainless steel case with gold finish,Stainless steel bracelet with gold finish,"5 bar, 50 meters (165 feet)",stag_Cocktail4,Seiko Presage Cocktail Time,Inspired by hot cocktails under the softer sunlight of autumn and winter,Gradated golden dial with pressed pattern and gloss finish inspired by the Eggnog cocktail,4 diamonds are integrated into the signature dial markers,Automatic with manual winding capability
SRE017,SRE017,575,Presage,Watch,Seikousa ,250,g,50,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRE017_1.png?v=1757427819,Stainless Steel,30.1,White,Ladies',,,Automatic,2R05,2R05,Presage,"Stainless Steel, 30.1, White, Ladies', Automatic, 2R05, 2R05, Presage","<p>Seiko Presage Cocktail Time. Offering the finest in Japanese mechanical watchmaking, the Presage Collection blends precision technology with superior craftsmanship and design. Inspired by hot cocktails under the softer sunlight of autumn and winter, this Cocktail Time series expresses the tones and hues of the cooler seasons. Atop a stunning white pressed pattern dial evoking the Hot Buttered Rum cocktail, four diamonds, artfully incorporated into the signature markers, add a luxurious sparkle to the extraordinary design. The gracefully slender case houses a slim, 21-jewel automatic movement, which beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Crafted of stainless steel, this sleek timepiece includes an elegantly tapered five-row bracelet, with mirror finish for added brilliance, as well as a date calendar, box shaped crystal, and deployment clasp with push button release. 5 bar, 50M Water Resistant</p>",Caliber 2R05,"21,600 vibrations per hour",21 jewels,10.9,37,Stainless steel case,Stainless steel bracelet,"5 bar, 50 meters (165 feet)",stag_Cocktail4,Seiko Presage Cocktail Time,Inspired by hot cocktails under the softer sunlight of autumn and winter,White dial with pressed pattern and gloss finish inspired by the Hot Buttered Rum cocktail,4 diamonds are integrated into the signature dial markers,Automatic with manual winding capability
SRE020,SRE020,625,Presage,Watch,Seikousa ,250,g,50,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRE020_1.png?v=1757427818,Leather Strap,30.1,Brown,Ladies',,,Automatic,2R05,2R05,Presage,"Leather Strap, 30.1, Brown, Ladies', Automatic, 2R05, 2R05, Presage","<p>Seiko Presage Cocktail Time. Offering the finest in Japanese mechanical watchmaking, the Presage Collection blends precision technology with superior craftsmanship and design. Inspired by hot cocktails under the softer sunlight of autumn and winter, this Cocktail Time series expresses the tones and hues of the cooler seasons. Atop a lovely gradated brown pressed pattern dial evoking the Jamaican Coffee cocktail, four diamonds, artfully incorporated into the signature markers, add a luxurious sparkle to the extraordinary design. The gracefully slender case houses a slim, 21 jewel automatic movement, which beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Crafted of stainless steel with gold finish, this sleek timepiece includes an elegant brown leather strap as well as a date calendar, box shaped crystal, and tri-fold clasp with push button release. 5 bar, 50M Water Resistant</p>",Caliber 2R05,"21,600 vibrations per hour",21 jewels,10.9,37,Stainless steel case with gold finish,Dark brown leather strap,"5 bar, 50 meters (165 feet)",stag_Cocktail4,Seiko Presage Cocktail Time,Inspired by hot cocktails under the softer sunlight of autumn and winter,Gradated Brown dial with pressed pattern and gloss finish inspired by the Jamaican Coffee cocktail,4 diamonds are integrated into the signature dial markers,Automatic with manual winding capability
